Names,Subscribers,Views,Videos,id,Date
b'Enjoy Nature With Me',4900,91612,20,UCZPnDJtruQz8D66qe0DkD5Q,2014-06-12T18:02:39Z
b'Nature Pilates',1110,86311,28,UCUqlAav4xh00fCdio7olEgQ,2014-02-12T21:07:24Z
b'Nature in Motion',2390,1004947,415,UCJ2iEp9598fAgiqdMwMZX_g,2008-08-03T06:50:25Z
b'History - Travel - Nature',1590,153341,120,UCyO-sibuV1r2hLSHOqyf9Ag,2017-07-21T18:03:26Z
b'Liquid Nature',8020,620535,117,UCTyZCR77IflgaGTu41rXcAQ,2017-09-18T20:46:35Z
b'Mother Nature',1310,77595,40,UCFekDIixGIX2YbUr5KmG0Lw,2015-09-26T04:16:59Z
b'GIVING NATURE A VOICE',1240,172519,81,UCv678I0l-IVn5p7MfreVVVg,2016-04-12T13:23:08Z
"b""Nature's Pact""",2450,57970,4,UC1Squ14p45P9psWKjR6gLNg,2018-12-10T21:43:53Z
"b""Myriam's Nature""",103000,4344525,189,UC-Yr-p69aSD4vRn9mwpE4ug,2012-08-11T00:01:05Z
b'\xd8\xb9\xd8\xa7\xd8\xb4\xd9\x82 \xd8\xa7\xd9\x84\xd8\xb7\xd8\xa8\xd9\x8a\xd8\xb9\xd8\xa9 nature lover',382,46909,509,UC55vahwHrgpbQxcMsWnlleQ,2021-07-15T22:12:31.17258Z
b'Vio Nature',3660,1946368,23,UCo4hCGYBVhwynmkL227bonQ,2020-06-11T00:37:59.941345Z
b'Nature MAUI channel',626,224314,100,UC9rcmduHUpACOKlLdOWIwvg,2019-11-19T05:36:51.991029Z
b'baXll Nature Motion',22200,5022577,233,UCl0nxA64ZiFCxPiGJZrQrIg,2019-05-18T03:58:55Z
b'NaturaL YT',336000,42756421,346,UCGt8G34gDFAWHVFII7WogWQ,2017-07-13T23:44:28Z
b'\xd0\x91\xd1\x80\xd1\x83\xd1\x81\xd0\xb8\xd0\xbb\xd1\x96\xd0\xb2 Nature',164,40955,98,UCh5MXWgj0MpxvZL7qYfWgcA,2020-05-12T17:15:21.183644Z
b'Abbott Nature',558,23842,37,UCRHGDVXtB6n3EP4curjh6zw,2013-05-18T01:17:50Z
b'Saveurs et Nature',34,8559,10,UCO8Aa2C8LsMKywLXcyoIYuw,2015-12-18T16:46:30Z
b'Oph\xc3\xa9lie - Ta M\xc3\xa8re Nature',23800,958960,101,UC5x6ksDxBLNxRqoQisLJCfw,2011-10-01T22:53:22Z
b'Relaxing Nature',0,4,1,UC1q1HPFuasuGhgMjkyuxGoQ,2021-11-02T14:15:36.04525Z
b'Learning for Nature',1300,92322,233,UCaR4sZUyd8CClClaQC-fQKA,2018-10-11T16:10:49Z
b'Natures Voice',148000,17965654,562,UCRpqEYRo8-AAOj8kVrTud0w,2016-02-16T11:41:17Z
b'Ni\xc3\xb1os & Nature',282,6147,19,UCG19ezhMTwoBsCphgVG6rzg,2020-06-30T17:28:01.049395Z
b'Crazy Nature',311,397660,7,UCS8EiQe-VeuQf_TzhRwLJvA,2020-06-23T16:30:16.247402Z
b'Nature Photo Team',2250,72765,59,UCIOZ10ZfelRvbnCqTnN9lTw,2019-11-28T23:15:45.889286Z
b'Sant\xc3\xa9 Nature Innovation',1940,102083,19,UCynyA6tMOCvHjL9U0dSRpfA,2015-02-04T13:34:06Z
